,IoCType,InfoSource,IoCCategory,IoCValue
0,Domain,F-ISAC,C2C,www.citywidemci.com
1,Domain,F-ISAC,C2C,knight-quest.com
2,Domain,F-ISAC,C2C,soft.update.cloudns.info
3,Domain,F-ISAC,C2C,wifi.hopto.org
4,Domain,F-ISAC,C2C,helpdesk.blackcmd.com
5,Domain,F-ISAC,C2C,avast.avstore.com.tw
6,Domain,F-ISAC,C2C,www.moea.onmypc.org
7,Domain,F-ISAC,C2C,www.moeaidb.ocry.com
8,Domain,F-ISAC,C2C,ey.avstore.com.tw
9,Domain,F-ISAC,C2C,sophos.skypetm.com.tw
10,Domain,F-ISAC,C2C,eventlog.findhere.org
11,Domain,F-ISAC,C2C,www.ey.jetos.com
12,Domain,F-ISAC,C2C,microsfot.ikwb.com
13,Domain,F-ISAC,C2C,icst.ygto.com
14,Domain,F-ISAC,C2C,wckdpp.1apps.com
15,Domain,F-ISAC,C2C,vigoole.gnway.net
16,Domain,F-ISAC,C2C,yspark.justdied.com
17,Domain,F-ISAC,C2C,moresils.deaftone.com
18,Domain,F-ISAC,C2C,moea.esy.es
19,Domain,F-ISAC,C2C,wildpanda.chickenkiller.com
20,Domain,F-ISAC,C2C,bamboojungle.ddns.net
21,Domain,F-ISAC,C2C,linenews.mypicture.info
22,Domain,F-ISAC,C2C,amazon.panasocin.com
23,Domain,F-ISAC,C2C,faq.narllab.com
24,Domain,F-ISAC,C2C,topc.skypetw.com
25,Domain,F-ISAC,C2C,www.googledrivercould.serveuser.com
26,Domain,F-ISAC,C2C,global.smart-house.ga
27,Domain,F-ISAC,C2C,www.accountinfo.ssl443.org
28,Domain,F-ISAC,C2C,www.account_mentgooggl.serveuser.com
29,Domain,F-ISAC,C2C,wikei.hpc.tw
30,Domain,F-ISAC,C2C,update.system.connection.gq
31,Domain,F-ISAC,C2C,loggon.yahoomails.ga
32,Domain,F-ISAC,C2C,webmail.111.org.tw.macmail.otzo.com
33,Domain,F-ISAC,C2C,okinawas.ssl443.org
34,Domain,F-ISAC,C2C,asushotfix.com
35,Domain,F-ISAC,C2C,microsoft.com.appstore.dynamicdns.co.uk
36,Domain,F-ISAC,C2C,ap125.eynyforum.com
37,Domain,F-ISAC,C2C,internat.eynyforum.com
38,Domain,F-ISAC,C2C,internat.cksogo.com
39,Domain,F-ISAC,C2C,vcvm15.neithey.com
40,Domain,F-ISAC,C2C,tcweb.cksogo.com
41,Domain,F-ISAC,C2C,l7vm.cksogo.com
42,Domain,F-ISAC,C2C,newdn.eynyforum.com
43,Domain,F-ISAC,C2C,idp10.udngroups.com
44,Domain,F-ISAC,C2C,sqldb.cksogo.com
45,Domain,F-ISAC,C2C,vcvm.cybertw.com
46,Domain,F-ISAC,C2C,web106.eynyforum.com
47,Domain,F-ISAC,C2C,cybertw.com
48,Domain,F-ISAC,C2C,web121.eynyforum.com
49,Domain,F-ISAC,C2C,web129.eynyforum.com
50,Domain,F-ISAC,C2C,web15.eynyforum.com
51,Domain,F-ISAC,C2C,web55.eynyforum.com
52,Domain,F-ISAC,C2C,webap03.taiwaneyny.com
53,Domain,F-ISAC,C2C,cloud201.ilvsmail.com
54,Domain,F-ISAC,C2C,mail03.neithey.com
55,Domain,F-ISAC,C2C,kms.udngroups.com
56,Domain,F-ISAC,C2C,sslbox33.taiwaneyny.com
57,Domain,F-ISAC,C2C,ap123.eynyforum.com
58,Domain,F-ISAC,C2C,sslbox31.taiwaneyny.com
59,Domain,F-ISAC,C2C,dvm.cybertw.com
60,Domain,F-ISAC,C2C,usr.eynyforum.com
61,Domain,F-ISAC,C2C,www05.udngroups.com
62,Domain,F-ISAC,C2C,ap97.cksogo.com
63,Domain,F-ISAC,C2C,web27.taiwaneyny.com
64,Domain,F-ISAC,C2C,sql17.cybertw.com
65,Domain,F-ISAC,C2C,cloud17.neithey.com
66,Domain,F-ISAC,C2C,eynyforum.com
67,Domain,F-ISAC,C2C,vcvm.neithey.com
68,Domain,F-ISAC,C2C,ab27.ciscosrv.com
69,Domain,F-ISAC,C2C,taiwaneyny.com
70,Domain,F-ISAC,C2C,rutentw.com
71,Domain,F-ISAC,C2C,oa10.rutentw.com
72,Domain,F-ISAC,C2C,www.rutentw.com
73,Domain,F-ISAC,C2C,fs53.eynyforum.com
74,Domain,F-ISAC,C2C,web2008.rutentw.com
75,Domain,F-ISAC,C2C,cksogo.com
76,Domain,F-ISAC,C2C,update.asuswebstorage.com.ssmailer.com
77,Domain,F-ISAC,C2C,www.google.com.dns-report.com
78,Domain,F-ISAC,C2C,ad03.eynyforum.com
79,Domain,F-ISAC,C2C,tc379.ilvsmail.com
80,Domain,F-ISAC,C2C,cloud105.iworksme.com
81,Domain,F-ISAC,C2C,broadweb.cybertw.com
82,Domain,F-ISAC,C2C,eclient.cybertw.com
83,Domain,F-ISAC,C2C,ap21.ilvsmail.com
84,Domain,F-ISAC,C2C,homepage.neithey.com
85,Domain,F-ISAC,C2C,opensslv3.csproject.org
86,Domain,F-ISAC,C2C,carsails.allowed.org
87,Domain,F-ISAC,C2C,windows.ssl443.org
88,Domain,F-ISAC,C2C,pictures.wasson.com
89,Domain,F-ISAC,C2C,pictures.happyforever.com
90,Domain,F-ISAC,C2C,office.panasocin.com
91,Domain,F-ISAC,C2C,foodinfos.ssl443.org
92,Domain,F-ISAC,C2C,ncweb.sdask.789546.zzux.com
93,Domain,F-ISAC,C2C,www.g00gle_kr.dns05.com
94,Domain,F-ISAC,C2C,www.g00gle_jp.dynamic-dns.net
95,Domain,F-ISAC,C2C,www.g00gle_mn.dynamic-dns.net
96,Domain,F-ISAC,C2C,www.yandex2unitedstated.dynamic-dns.net
97,Domain,F-ISAC,C2C,www.yandex2unitedstated.dns05.com
98,Domain,F-ISAC,C2C,yandex.pop-corps.com
99,Domain,F-ISAC,C2C,www.oseupdate.dns-dns.com
100,Domain,F-ISAC,C2C,webmail_gov_mn.pop-corps.com
101,Domain,F-ISAC,C2C,www.g0ogle_mn.dynamic-dns.net
102,Domain,F-ISAC,C2C,www.facebook2us.dynamic-dns.net
103,Domain,F-ISAC,C2C,www.fackb00k2us.dynamic-dns.net
104,Domain,F-ISAC,C2C,www.trendupdate.dns05.com
105,Domain,F-ISAC,C2C,www.officescan_update.mypop3.org
106,Domain,F-ISAC,C2C,email_gov_mn.pop-corps.com
107,Domain,F-ISAC,C2C,microsoft_update.pop-corps.com
108,Domain,F-ISAC,C2C,www.yandex2unitedstated.dns04.com
109,Domain,F-ISAC,C2C,dcc.nttatcloud.com
110,Domain,F-ISAC,C2C,dingzan.net
111,Domain,F-ISAC,C2C,zjfcylm.com
112,Domain,F-ISAC,C2C,home.nttatcloud.com
113,Domain,F-ISAC,C2C,app.dynamicrosoft.com
114,Domain,F-ISAC,C2C,home.kmtrafic.com
115,Domain,F-ISAC,C2C,lebailizj.com
116,Domain,F-ISAC,C2C,note.kmtrafic.com
117,Domain,F-ISAC,C2C,cybermon.fortigatecloud.com
118,Domain,F-ISAC,C2C,adwords-google.com.tw
119,Domain,F-ISAC,C2C,nissay.com.tw
120,Domain,F-ISAC,C2C,technology-hinet.com
121,Domain,F-ISAC,C2C,bpcnt.adwords-google.com.tw
122,Domain,F-ISAC,C2C,chinnyann.duckdns.org
123,Domain,F-ISAC,C2C,chinnyann.ddns.net
124,Domain,F-ISAC,C2C,ns2.microsoftonetravel.com
125,Domain,F-ISAC,C2C,readme.myddns.com
126,Domain,F-ISAC,C2C,ns1.microsoftonetravel.com
127,Domain,F-ISAC,C2C,acc.microsoftonetravel.com
128,Domain,F-ISAC,C2C,ns2.windowsdefende.com
129,Domain,F-ISAC,C2C,ediskwang.synology.me
130,Domain,F-ISAC,C2C,ns1.windowsdefende.com
131,Domain,F-ISAC,C2C,sport.wikaba.com
132,Domain,F-ISAC,C2C,online.msdnupdate.com
133,Domain,F-ISAC,C2C,johndans.diskstation.me
134,Domain,F-ISAC,C2C,soft.msdnupdate.com
135,Domain,F-ISAC,C2C,msdnupdate.com
136,Domain,F-ISAC,C2C,www.bearlaw.cn
137,Domain,F-ISAC,C2C,mofa.outlook-offices.com
138,Domain,F-ISAC,C2C,nds1.outlook-offices.com
139,Domain,F-ISAC,C2C,file.outlook-offices.com
140,Domain,F-ISAC,C2C,conference.outlook-offices.com
141,Domain,F-ISAC,C2C,office.phonectrl.com
142,Domain,F-ISAC,C2C,file-sharing.tibet-office.com
143,Domain,F-ISAC,C2C,ftp.fiysaa.com
144,Domain,F-ISAC,C2C,cnaweb.mrslove.com
145,Domain,F-ISAC,C2C,infonew.dubya.net
146,Domain,F-ISAC,C2C,mx.msdtc.tw
147,Domain,F-ISAC,C2C,shop.96html.com
148,Domain,F-ISAC,C2C,saint-taiwan.com
149,Domain,F-ISAC,C2C,tw-inforedirect.com
150,Domain,F-ISAC,C2C,tw-postgov.com
151,Domain,F-ISAC,C2C,taiwangovredirect.com
152,Domain,F-ISAC,C2C,kcg.sexytube0.com
153,Domain,F-ISAC,C2C,www.sexytube0.com
154,Domain,F-ISAC,C2C,sexytube0.com
155,Domain,F-ISAC,C2C,ares.sexytube0.com
156,Domain,F-ISAC,C2C,dlink.sexytube0.com
157,Domain,F-ISAC,C2C,binbong.net
158,Domain,F-ISAC,C2C,securesurvey.cloud
159,Domain,F-ISAC,C2C,35un.l.time4vps.cloud
160,Domain,F-ISAC,C2C,akamacloud.pro
161,Domain,F-ISAC,C2C,akamalupdate.site
162,Domain,F-ISAC,C2C,asurecloud.tech
163,Domain,F-ISAC,C2C,akamacloud.tech
164,Domain,F-ISAC,C2C,asurecloud.pro
165,Domain,F-ISAC,C2C,cachefront.online
166,Domain,F-ISAC,C2C,service.cht-security.com
167,Domain,F-ISAC,C2C,ftp.cht-security.com
168,Domain,F-ISAC,C2C,soc.cht-security.com
169,Domain,F-ISAC,C2C,report.cht-security.com
170,Domain,F-ISAC,C2C,service-cht.ftpswcb.com
171,Domain,F-ISAC,C2C,api.aws3.workers.dev
172,Domain,F-ISAC,C2C,k3ad01.rutentw.com
173,Domain,F-ISAC,C2C,dns23.ciscosrv.com
174,Domain,F-ISAC,C2C,rubyra.net
175,Domain,F-ISAC,C2C,drive-mofa.com
176,Domain,F-ISAC,C2C,work.cloud20.tk
177,Domain,F-ISAC,C2C,work.cloud01.tk
178,Domain,F-ISAC,C2C,help01.softether.net
179,Domain,F-ISAC,C2C,files-gov.live
180,Domain,F-ISAC,C2C,files-mofa.com
181,Domain,F-ISAC,C2C,settings-mofa.online
182,Domain,F-ISAC,C2C,topapps.website
183,Domain,F-ISAC,C2C,mail.topapps.website
184,Domain,F-ISAC,C2C,microsoft-kz.com
185,Domain,F-ISAC,C2C,dns.securewindows.xyz
186,Domain,F-ISAC,C2C,logon.securewindows.xyz
187,Domain,F-ISAC,C2C,cloudmetric.online
188,Domain,F-ISAC,C2C,hk.studiteroom.email
189,Domain,F-ISAC,C2C,eduhk.studiteroom.email
190,Domain,F-ISAC,C2C,check.96html.com
191,Domain,F-ISAC,C2C,e-drive.link
192,Domain,F-ISAC,C2C,my-dpp.org
193,Domain,F-ISAC,C2C,myfiles-dpp.link
194,Domain,F-ISAC,C2C,drive-gov.link
195,Domain,F-ISAC,C2C,files-trade-tw.live
196,Domain,F-ISAC,C2C,my-gov.tw
197,Domain,F-ISAC,C2C,files-ait.org
198,Domain,F-ISAC,C2C,mycloud-gov.link
199,Domain,F-ISAC,C2C,files-mail-indsr.link
200,Domain,F-ISAC,C2C,files-mac.link
201,Domain,F-ISAC,C2C,mydrive-0a-ms.live
202,Domain,F-ISAC,C2C,mydrive-usercontent-0a-gmail.link
203,Domain,F-ISAC,C2C,publicca.twhinet.workers.dev
204,Domain,F-ISAC,C2C,settings-hinet.net
205,Domain,F-ISAC,C2C,files-trade-gov.link
206,Domain,F-ISAC,C2C,mydrive-taitra.link
207,Domain,F-ISAC,C2C,my-ait.link
208,Domain,F-ISAC,C2C,help-rfa.link
209,Domain,F-ISAC,C2C,files-trade.link
210,Domain,F-ISAC,C2C,files-mofa.link
211,Domain,F-ISAC,C2C,mydrive-0a-outlook.link
212,Domain,F-ISAC,C2C,drive-amcham.live
213,Domain,F-ISAC,C2C,files-amcham.link
214,Domain,F-ISAC,C2C,amcham.link
215,Domain,F-ISAC,C2C,files-taitra.org
216,Domain,F-ISAC,C2C,files-ndc.link
217,Domain,F-ISAC,C2C,mydrive-0a-files-outlook.link
218,Domain,F-ISAC,C2C,files-cier-edu.link
219,Domain,F-ISAC,C2C,files-mail-amcham.link
220,Domain,F-ISAC,C2C,files-ait.link
221,Domain,F-ISAC,C2C,mycloud-ndc.link
222,Domain,F-ISAC,C2C,files-cier.link
223,Domain,F-ISAC,C2C,files-amcham-tw.link
224,Domain,F-ISAC,C2C,cloud-amcham.link
225,Domain,F-ISAC,C2C,mydocs-rfa.online
226,Domain,F-ISAC,C2C,microgoogle.ml
227,Domain,F-ISAC,C2C,cltra.cloud
228,Domain,F-ISAC,C2C,www.daidaiwo.top
229,Domain,F-ISAC,C2C,my-disk.work
230,Domain,F-ISAC,C2C,my-security.live
231,Domain,F-ISAC,C2C,hdrive.live
232,Domain,F-ISAC,C2C,tainan.studiteroom.email
233,Domain,F-ISAC,C2C,gov.studiteroom.email
234,Domain,F-ISAC,C2C,untreated.work
235,Domain,F-ISAC,C2C,up-mail.work
236,Domain,F-ISAC,C2C,moea.site
237,Domain,F-ISAC,C2C,mofasec.site
238,Domain,F-ISAC,C2C,filesmofa-gov.com
239,Domain,F-ISAC,C2C,mail.mofa.gov.tw.twdb.site
240,Domain,F-ISAC,C2C,up.mofa-gov.site
241,Domain,F-ISAC,C2C,protection-mail.com
242,Domain,F-ISAC,C2C,my-gov.site
243,Domain,F-ISAC,C2C,mail2000-cloud.com
244,Domain,F-ISAC,C2C,csgo.daxi0ng.ga
245,Domain,F-ISAC,C2C,csgo.newerbrowsers.com
246,Domain,F-ISAC,C2C,www.monksec.tk
247,Domain,F-ISAC,C2C,www.trtcu.com
248,Domain,F-ISAC,C2C,ns.trtcu.com
249,Domain,F-ISAC,C2C,exg-secure.site
250,Domain,F-ISAC,C2C,myfiles-gov-tw.site
251,Domain,F-ISAC,C2C,e-files.download
252,Domain,F-ISAC,C2C,mailfiles.download
253,Domain,F-ISAC,C2C,ex-files.download
254,Domain,F-ISAC,C2C,webmailfiles.download
255,Domain,F-ISAC,C2C,dppmail.download
256,Domain,F-ISAC,C2C,outlookfiles.download
257,Domain,F-ISAC,C2C,milfiles.download
258,Domain,F-ISAC,C2C,mil-files.download
259,Domain,F-ISAC,C2C,blog1.xccfi.gq
260,Domain,F-ISAC,C2C,xccfi.gq
261,Domain,F-ISAC,C2C,update.xccfi.gq
262,Domain,F-ISAC,C2C,www1.ghll.cf
263,Domain,F-ISAC,C2C,ghll.cf
264,Domain,F-ISAC,C2C,www.vietsovspeedtest.com
265,Domain,F-ISAC,C2C,c.vvvth.com
266,Domain,F-ISAC,C2C,p.estonine.com
267,Domain,F-ISAC,C2C,www.destroy2013.com
268,Domain,F-ISAC,C2C,livehost.live
269,Domain,F-ISAC,C2C,operatingbox.com
270,Domain,F-ISAC,C2C,dodefoh.com
271,Domain,F-ISAC,C2C,ageofwuxia.org
272,Domain,F-ISAC,C2C,64.myxmr.pw
273,Domain,F-ISAC,C2C,golddisco.top
274,Domain,F-ISAC,C2C,1dfpi2d8kx.wikimedia.vip
275,Domain,F-ISAC,C2C,www.fitehook.com
276,Domain,F-ISAC,C2C,dlbo92v2ef.livehost.live
277,Domain,F-ISAC,C2C,sexyjapan.ddns.info
278,Domain,F-ISAC,C2C,shiestynerd.dvrlists.com
279,Domain,F-ISAC,C2C,4iiiessb.wikimedia.vip
280,Domain,F-ISAC,C2C,down.mysking.info
281,Domain,F-ISAC,C2C,www.oseupdate.dns-dns.com
282,Domain,F-ISAC,C2C,invoiceholderqq.com
283,Domain,F-ISAC,C2C,loop.microsoftmse.com
284,Domain,F-ISAC,C2C,vt.livehost.live
285,Domain,F-ISAC,C2C,btt5sxcx90.com
286,Domain,F-ISAC,Malware,p.estonine.com
287,Domain,F-ISAC,Malware,www.destroy2013.com
288,Domain,F-ISAC,Malware,livehost.live
289,Domain,F-ISAC,Malware,operatingbox.com
290,Domain,F-ISAC,Malware,dodefoh.com
291,Domain,F-ISAC,Malware,ageofwuxia.org
292,Domain,F-ISAC,Malware,64.myxmr.pw
293,Domain,F-ISAC,Malware,golddisco.top
294,Domain,F-ISAC,Malware,1dfpi2d8kx.wikimedia.vip
295,Domain,F-ISAC,Malware,www.fitehook.com
296,Domain,F-ISAC,Malware,dlbo92v2ef.livehost.live
297,Domain,F-ISAC,Malware,sexyjapan.ddns.info
298,Domain,F-ISAC,Malware,shiestynerd.dvrlists.com
299,Domain,F-ISAC,Malware,4iiiessb.wikimedia.vip
300,Domain,F-ISAC,Malware,down.mysking.info
301,Domain,F-ISAC,Malware,www.oseupdate.dns-dns.com
302,Domain,F-ISAC,Malware,invoiceholderqq.com
303,Domain,F-ISAC,Malware,loop.microsoftmse.com
304,Domain,F-ISAC,Malware,vt.livehost.live
305,Domain,F-ISAC,Malware,btt5sxcx90.com
306,Domain,forensics,C2C,dahiaka.com
307,Domain,forensics,C2C,cordclipsorganizer.com
308,Domain,forensics,C2C,ctfilms.com
309,Domain,forensics,C2C,www.contrid.com
310,Domain,forensics,C2C,contentunion.net
311,Domain,forensics,C2C,www.colfincas.com
312,Domain,forensics,C2C,comarcahoy.com.ar
313,Domain,forensics,C2C,sd-1684625-h00001.ferozo.net
314,Domain,forensics,C2C,combatenterprises.com
315,Domain,forensics,C2C,code786.com
316,Domain,forensics,C2C,ciberfallas.com
317,Domain,forensics,C2C,www.clintmorey.com
318,Domain,forensics,C2C,uaon.metuboss.com
319,Domain,forensics,C2C,entfcio.gayionsd.com
320,Domain,forensics,C2C,cxdamet.gayionsd.com
321,Domain,forensics,C2C,al-brik.com
322,Domain,forensics,C2C,balibuli.hu
323,Domain,forensics,C2C,alexetaurore.com
324,Domain,forensics,C2C,alejandrastamateas.com
325,Domain,forensics,C2C,www.alejandrovillar.com
326,Domain,forensics,C2C,support.techopesolutions.com
327,Domain,forensics,C2C,ramijabali.com
328,Domain,forensics,C2C,narsanatanaokulu.com
329,Domain,forensics,C2C,www.invest-moon.com
330,Domain,forensics,C2C,sorathlions.com
331,Domain,forensics,C2C,advogadogoiania.com.br
332,Domain,forensics,C2C,polarrefrigeracao.com.br
333,Domain,forensics,C2C,blog.centerking.top
334,Domain,forensics,C2C,consejosdeorlando.com
335,Domain,forensics,C2C,henrysfreshroast.com
336,Domain,forensics,C2C,ayursoukhya.org
337,Domain,forensics,C2C,aldibiki.com
338,Domain,forensics,C2C,spinoffyarnshop.com
339,Domain,forensics,C2C,pakistannakliye.com
340,Domain,forensics,C2C,justforanime.com
341,Domain,forensics,C2C,cewkpa.dnslog.cn
342,Domain,forensics,C2C,ssl.trendrnicro.com
343,Domain,forensics,C2C,auth.ukimall.com
344,Domain,forensics,C2C,mircd.hokkien.my.id
345,Domain,forensics,C2C,mircd.xiao.my.id
346,Domain,forensics,C2C,8ef.one
347,Domain,forensics,C2C,msupdate.info
348,Domain,forensics,C2C,l1-03.winupdate.us.to
349,Domain,forensics,C2C,l1-02.winupdate.us.to
350,Domain,forensics,C2C,l1-01.winupdate.us.to
351,Domain,forensics,C2C,www.vietsovspeedtest.com
352,Domain,forensics,C2C,www.kuku123.com
353,Domain,forensics,C2C,telephone.2waky.com
354,Domain,forensics,C2C,handback.acmetoy.com
355,Domain,forensics,C2C,www1.ghll.cf
356,Domain,forensics,C2C,xccfi.gq
357,Domain,forensics,C2C,dnslog.cn
358,Domain,forensics,C2C,cloud.history.support
359,Domain,forensics,C2C,update.sportclub.fishing
360,Domain,forensics,C2C,ns2.stannet.org
361,Domain,forensics,C2C,ns1.stannet.org
362,Domain,forensics,C2C,api.stannet.org
363,Domain,forensics,C2C,microsoftupdates.proxydns.com
364,Domain,forensics,C2C,b.santananb.info
365,Domain,forensics,C2C,8kp.fun
366,Domain,forensics,C2C,www.cia.org
367,Domain,forensics,C2C,cab.7updata.com
368,Domain,forensics,C2C,bac.7updata.com
369,Domain,forensics,C2C,sery.brushupdata.com
370,Domain,forensics,C2C,yyba.ausjnn6h.com
371,Domain,forensics,C2C,ybad.ausjnn6h.com
372,Domain,forensics,C2C,sir.copaininfo.com
373,Domain,forensics,C2C,ddn.copaininfo.com
374,Domain,forensics,C2C,sec.asmlbigip.com
375,Domain,forensics,C2C,center.asmlbigip.com
376,Domain,forensics,C2C,tesspr.randaln.com
377,Domain,forensics,C2C,coutaif.randaln.com
378,Domain,forensics,C2C,dh.alyun.cn
379,Domain,forensics,C2C,jofukapu.com
380,Domain,forensics,C2C,fwkdl-utwd.toythieves.com
381,Domain,forensics,C2C,update.microsoft-api.workers.dev
382,Domain,forensics,C2C,f1.judicical.ml
383,Domain,forensics,C2C,xmr.crypto-pool.fr
384,Domain,forensics,C2C,gov.studiteroom.email
385,Domain,forensics,C2C,wploto.hygscpro.com
386,Domain,forensics,C2C,rexagi.com
387,Domain,forensics,C2C,comecal.com
388,Domain,forensics,C2C,sagoge.com
389,Domain,forensics,C2C,pawevi.com
390,Domain,forensics,C2C,joxinu.com
391,Domain,forensics,C2C,dodefoh.com
392,Domain,forensics,C2C,macuwuf.com
393,Domain,forensics,C2C,hidusi.com
394,Domain,forensics,C2C,daeve.randaln.com
395,Domain,forensics,C2C,wplot.randaln.com
396,Domain,forensics,C2C,uease.randaln.com
397,Domain,forensics,C2C,fakd10.twgogo.org
398,Domain,forensics,C2C,wthik.lucashnancy.com
399,Domain,forensics,C2C,ref.tbfull.com
400,Domain,forensics,C2C,www.monksec.tk
401,Domain,forensics,C2C,csgo.daxi0ng.ga
402,Domain,forensics,C2C,tainan.studiteroom.email
403,Domain,forensics,C2C,eduhk.studiteroom.email
404,Domain,forensics,C2C,hk.studiteroom.email
405,Domain,forensics,C2C,boat.cresewi.com
406,Domain,forensics,C2C,tie.presuant.com
407,Domain,forensics,C2C,iot.tenchier.com
408,Domain,forensics,C2C,tw1.css789.com
409,Domain,forensics,C2C,heipanther.vicp.net
410,Domain,forensics,C2C,s1.judicical.ml
411,Domain,forensics,C2C,gaverun.uno
412,Domain,forensics,C2C,soonout.store
413,Domain,forensics,C2C,honibin.red
414,Domain,forensics,C2C,googe.com
415,Domain,forensics,C2C,fget-career.com
416,Domain,forensics,C2C,donate.ssl.xmrig.com
417,Domain,forensics,C2C,fru.fairuse.org
418,Domain,forensics,C2C,xps.xpresit.net
419,Domain,forensics,C2C,dmx.unix.id.lv
420,Domain,forensics,C2C,info.96html.com
421,Domain,forensics,C2C,a.isky.website
422,Domain,forensics,C2C,b.ccmd.website
423,Domain,forensics,C2C,dllhost.website
424,Domain,forensics,C2C,measex.com
425,Domain,forensics,C2C,dlbo92v2ef.livehost.live
426,Domain,forensics,C2C,2vt.livehost.live
427,Domain,forensics,C2C,vt.livehost.live
428,Domain,forensics,C2C,fc50fnc435as.lawwhy.icu
429,Domain,forensics,C2C,680uces40c7f.pathhid.icu
430,Domain,forensics,C2C,www.goolg.com
431,Domain,forensics,C2C,microsoft-kz.com
432,Domain,forensics,C2C,mail.topapps.website
433,Domain,forensics,C2C,topapps.website
434,Domain,forensics,C2C,dns.securewindows.xyz
435,Domain,forensics,C2C,logon.securewindows.xyz
436,Domain,forensics,C2C,35un.l.time4vps.cloud
437,Domain,forensics,C2C,cachefront.online
438,Domain,forensics,C2C,securesurvey.cloud
439,Domain,forensics,C2C,akamacloud.pro
440,Domain,forensics,C2C,cloudmetric.online
441,Domain,forensics,C2C,805y4bcm3a848xc9s.madthen.cyou
442,Domain,forensics,C2C,www.gogole.com.tw
443,Domain,forensics,C2C,audioconn.wikaba.com
444,Domain,forensics,C2C,the.achtlemon.com
445,Domain,forensics,C2C,boat.creaewi.com
446,Domain,forensics,C2C,will.pintmen.com
447,Domain,forensics,C2C,z.totonm.com
448,Domain,forensics,C2C,iot.tositive.com
449,Domain,forensics,C2C,hot.tenchier.com
450,Domain,forensics,C2C,tech.tositive.com
451,Domain,forensics,C2C,ns.cloud20.tk
452,Domain,forensics,C2C,ns.cloud01.tk
453,Domain,forensics,C2C,cdn.cdnfree.workers.dev
454,Domain,forensics,C2C,help01.softether.net
455,Domain,forensics,C2C,work.cloud20.tk
456,Domain,forensics,C2C,work.cloud01.tk
457,Domain,forensics,C2C,cdn.cloudfiare.workers.dev
458,Domain,forensics,C2C,nanoboss1.sytes.net
459,Domain,forensics,C2C,learning.epac.to
460,Domain,forensics,C2C,aaa.ovqrqd.dnslog.cn
461,Domain,forensics,C2C,bxw2341100057.my3w.com
462,Domain,forensics,C2C,e3x90f57c1kdu.jumpwe.site
463,Domain,forensics,C2C,6a2gc2h6i0ab713.cumshas.cyou
464,Domain,forensics,C2C,d77wemd37i682844.hisget.fun
465,Domain,forensics,C2C,report.cht-security.com
466,Domain,forensics,C2C,ftp.cht-security.com
467,Domain,forensics,C2C,everybody.longmusic.com
468,Domain,forensics,C2C,mailgate.ftpswcb.com
469,Domain,forensics,C2C,vghtpe.sexytube0.com
470,Domain,forensics,C2C,www.utiltop.com
471,Domain,forensics,C2C,gbza26rngn02bekll.com
472,Domain,forensics,C2C,ns2.ibmlotus.net
473,Domain,forensics,C2C,ns1.ibmlotus.net
474,Domain,forensics,C2C,soc.cht-security.com
475,Domain,forensics,C2C,yangxin152.f3322.org
476,Domain,forensics,C2C,a.cashspeedloanbank8282.com
477,Domain,forensics,C2C,www.mojimojimojimoji.com
478,Domain,forensics,C2C,microsoft-support.net
479,Domain,forensics,C2C,secret22.lucashnancy.com
480,Domain,forensics,C2C,secret24.lucashnancy.com
481,Domain,forensics,C2C,secret25.lucashnancy.com
482,Domain,forensics,C2C,yalancer.gckerda.com
483,Domain,forensics,C2C,prcism.whybbot.com
484,Domain,forensics,C2C,dc16.sonsdtw.com
485,Domain,forensics,C2C,songaid.metuoss.com
486,Domain,forensics,C2C,ap135.categery.com
487,Domain,forensics,C2C,shop.96html.com
488,Domain,forensics,C2C,coco.miniast.com
489,Domain,forensics,C2C,jaweq.sonsdtw.com
490,Domain,forensics,C2C,gracras.aundes.com
491,Domain,forensics,C2C,dccpublic.lutengtw.com
492,Domain,forensics,C2C,aaa.stage.10066091.micro.imagescache.club
493,Domain,forensics,C2C,googletwtw.com
494,Domain,forensics,C2C,mail2000tw.com
495,Domain,forensics,C2C,tonyvonhsu.tw
496,Domain,forensics,C2C,suptorage.damienjohn.com
497,Domain,forensics,C2C,pmaster34.iworksme.com
498,Domain,forensics,C2C,depart61.metuboss.com
499,Domain,forensics,C2C,msvcp24.aundes.com
500,Domain,forensics,C2C,iisiupgrade.ocry.com
501,Domain,forensics,C2C,iisiupdate.ocry.com
502,Domain,forensics,C2C,iisiupdate.razrel.com
503,Domain,forensics,C2C,secretck267.hedking.com
504,Domain,forensics,C2C,www.iuqerfsodp9ifjaposdfjhgosurijfaewrwergwea.com
505,Domain,forensics,C2C,www.iuqerfsodp9ifjaposdfjhgosurijfaewrwergwea.com
506,Domain,forensics,C2C,teamcorner.nctu.me
507,Domain,forensics,C2C,cornerth.com
508,Domain,forensics,C2C,ap21.gckerda.com
509,Domain,forensics,C2C,shed.inkeslive.com
510,Domain,forensics,C2C,edgekey.whybbot.com
511,Domain,forensics,C2C,ams05.cksogo.com
512,Domain,forensics,C2C,k3ad01.rutentw.com
513,Domain,forensics,C2C,wg1.inkeslive.com
514,Domain,forensics,C2C,trust.utoggsv.com
515,Domain,forensics,C2C,dccpulic.lutengtw.com
516,Domain,forensics,C2C,manage.lutengtw.com
517,Domain,forensics,C2C,kupeer.com
518,Domain,forensics,C2C,upd07.aundes.com
