,IoCType,InfoSource,IoCCategory,IoCValue
7448,IP,F-ISAC,Malware,147.189.173.122
7449,IP,F-ISAC,Malware,147.189.173.122
7450,IP,F-ISAC,Malware,147.189.173.122
7451,IP,F-ISAC,Malware,147.189.173.122
7452,IP,F-ISAC,Malware,162.0.220.199
7453,IP,F-ISAC,Malware,162.0.220.199
7454,IP,F-ISAC,Malware,176.121.14.117
7455,IP,F-ISAC,Malware,176.121.14.117
7456,IP,F-ISAC,Malware,18.188.42.205
7457,IP,F-ISAC,Malware,109.236.81.61
7458,IP,F-ISAC,Malware,1.117.245.254
7459,IP,F-ISAC,Malware,144.217.207.31
7460,IP,F-ISAC,Malware,213.227.154.152
7461,IP,F-ISAC,Malware,213.227.154.152
7462,IP,F-ISAC,Malware,213.227.154.152
7463,IP,F-ISAC,Malware,213.227.154.152
7464,IP,F-ISAC,Malware,139.162.46.185
7465,IP,F-ISAC,Malware,45.32.184.140
7466,IP,F-ISAC,Malware,175.24.121.191
7467,IP,F-ISAC,Malware,173.234.155.223
7468,IP,F-ISAC,Malware,103.228.111.60
7469,IP,F-ISAC,Malware,103.195.100.89
7470,IP,F-ISAC,Malware,104.168.9.174
7471,IP,F-ISAC,Malware,104.168.9.174
7472,IP,F-ISAC,Malware,104.168.9.174
7473,IP,F-ISAC,Malware,89.163.145.54
7474,IP,F-ISAC,Malware,79.110.52.49
7475,IP,F-ISAC,Malware,38.126.208.254
7476,IP,F-ISAC,Malware,38.126.208.254
7477,IP,F-ISAC,Malware,45.32.35.206
7478,IP,F-ISAC,Malware,173.234.155.219
7479,IP,F-ISAC,Malware,173.234.155.219
7480,IP,F-ISAC,Malware,23.106.223.138
7481,IP,F-ISAC,Malware,54.189.204.32
7482,IP,F-ISAC,Malware,138.197.39.59
7483,IP,F-ISAC,Malware,138.197.39.59
7484,IP,F-ISAC,Malware,47.92.163.5
7485,IP,F-ISAC,Malware,107.182.29.179
7486,IP,F-ISAC,Malware,147.139.4.69
7487,IP,F-ISAC,Malware,134.209.92.85
7488,IP,F-ISAC,Malware,185.153.199.163
7489,IP,F-ISAC,Malware,42.193.127.233
7490,IP,F-ISAC,Malware,185.201.47.157
7491,IP,F-ISAC,Malware,47.108.184.159
7492,IP,F-ISAC,Malware,35.174.121.142
7493,IP,F-ISAC,Malware,45.58.116.242
7494,IP,F-ISAC,Malware,139.224.200.158
7495,IP,F-ISAC,Malware,104.243.46.74
7496,IP,F-ISAC,Malware,185.32.124.168
7497,IP,F-ISAC,Malware,144.202.9.98
7498,IP,F-ISAC,Malware,216.250.248.88
7499,IP,F-ISAC,Malware,207.148.97.245
7500,IP,F-ISAC,Malware,45.131.179.45
7501,IP,F-ISAC,Malware,199.247.18.58
7502,IP,F-ISAC,Malware,185.162.235.61
7503,IP,F-ISAC,Malware,47.108.160.251
7504,IP,F-ISAC,Malware,149.28.31.104
7505,IP,F-ISAC,Malware,45.32.12.139
7506,IP,F-ISAC,Malware,218.253.251.71
7507,IP,F-ISAC,Malware,160.20.147.97
7508,IP,F-ISAC,Malware,209.222.98.45
7509,IP,F-ISAC,Malware,5.188.4.226
7510,IP,F-ISAC,Malware,121.5.66.190
7511,IP,F-ISAC,Malware,47.105.143.164
7512,IP,F-ISAC,Malware,172.82.148.202
7513,IP,F-ISAC,Malware,202.182.100.166
7514,IP,F-ISAC,Malware,120.78.76.255
7515,IP,F-ISAC,Malware,39.106.51.35
7516,IP,F-ISAC,Malware,188.34.142.201
7517,IP,F-ISAC,Malware,82.156.215.69
7518,IP,F-ISAC,Malware,37.252.120.101
7519,IP,F-ISAC,Malware,198.46.190.14
7520,IP,F-ISAC,Malware,104.238.205.44
7521,IP,F-ISAC,Malware,47.242.230.144
7522,IP,F-ISAC,Malware,199.127.60.67
7523,IP,F-ISAC,Malware,81.70.229.78
7524,IP,F-ISAC,Malware,103.73.97.119
7525,IP,F-ISAC,Malware,3.136.160.122
7526,IP,F-ISAC,Malware,155.138.164.216
7527,IP,F-ISAC,Malware,45.207.50.220
7528,IP,F-ISAC,Malware,185.244.150.52
7529,IP,F-ISAC,Malware,185.162.235.35
7530,IP,F-ISAC,Malware,103.242.133.19
7531,IP,F-ISAC,Malware,1.15.67.48
7532,IP,F-ISAC,Malware,45.32.92.156
7533,IP,F-ISAC,Malware,3.137.191.162
7534,IP,F-ISAC,Malware,1.15.56.13
7535,IP,F-ISAC,Malware,87.120.8.80
7536,IP,F-ISAC,Malware,34.215.209.58
7537,IP,F-ISAC,Malware,43.129.71.205
7538,IP,F-ISAC,Malware,139.224.239.145
7539,IP,F-ISAC,Malware,172.93.201.252
7540,IP,F-ISAC,Malware,121.41.55.60
7541,IP,F-ISAC,Malware,119.91.120.76
7542,IP,F-ISAC,Malware,23.106.223.79
7543,IP,F-ISAC,Malware,156.236.114.72
7544,IP,F-ISAC,Malware,89.163.140.204
7545,IP,F-ISAC,Malware,101.132.195.91
7546,IP,F-ISAC,Malware,195.248.234.191
7547,IP,F-ISAC,Malware,47.104.253.89
7548,IP,F-ISAC,Malware,207.148.75.247
7549,IP,F-ISAC,Malware,54.172.137.198
7550,IP,F-ISAC,Malware,106.55.2.166
7551,IP,F-ISAC,Malware,23.106.160.95
7552,IP,F-ISAC,Malware,123.207.216.145
7553,IP,F-ISAC,Malware,45.146.165.143
7554,IP,F-ISAC,Malware,43.132.198.118
7555,IP,F-ISAC,Malware,8.140.120.7
7556,IP,F-ISAC,Malware,139.60.162.27
7557,IP,F-ISAC,Malware,185.153.199.167
7558,IP,F-ISAC,Malware,121.196.111.48
7559,IP,F-ISAC,Malware,18.193.77.75
7560,IP,F-ISAC,Malware,47.94.38.147
7561,IP,F-ISAC,Malware,104.248.149.80
7562,IP,F-ISAC,Malware,43.129.251.5
7563,IP,F-ISAC,Malware,14.18.16.148
7564,IP,F-ISAC,Malware,124.70.1.140
7565,IP,F-ISAC,Malware,45.77.37.68
7566,IP,F-ISAC,Malware,140.82.33.69
7567,IP,F-ISAC,Malware,47.110.49.237
7568,IP,F-ISAC,Malware,42.194.198.77
7569,IP,F-ISAC,Malware,3.95.132.134
7570,IP,F-ISAC,Malware,121.4.79.177
7571,IP,F-ISAC,Malware,134.209.68.131
7572,IP,F-ISAC,Malware,88.214.26.44
7573,IP,F-ISAC,Malware,1.116.96.210
7574,IP,F-ISAC,Malware,104.194.78.39
7575,IP,F-ISAC,Malware,159.89.206.190
7576,IP,F-ISAC,Malware,141.164.39.209
7577,IP,F-ISAC,Malware,139.196.153.6
7578,IP,F-ISAC,Malware,47.119.131.41
7579,IP,F-ISAC,Malware,185.153.199.169
7580,IP,F-ISAC,Malware,23.108.57.27
7581,IP,F-ISAC,Malware,47.111.129.24
7582,IP,F-ISAC,Malware,45.76.49.68
7583,IP,F-ISAC,Malware,87.120.8.67
7584,IP,F-ISAC,Malware,185.184.221.80
7585,IP,F-ISAC,Malware,47.99.72.130
7586,IP,F-ISAC,Malware,45.138.209.23
7587,IP,F-ISAC,Malware,35.76.8.52
7588,IP,F-ISAC,Malware,47.106.135.101
7589,IP,F-ISAC,Malware,81.68.139.107
7590,IP,F-ISAC,Malware,206.166.251.180
7591,IP,F-ISAC,Malware,185.23.201.136
7592,IP,F-ISAC,Malware,45.77.37.214
7593,IP,F-ISAC,Malware,139.162.76.207
7594,IP,F-ISAC,Malware,46.30.189.89
7595,IP,F-ISAC,Malware,158.247.217.83
7596,IP,F-ISAC,Malware,103.234.54.183
7597,IP,F-ISAC,Malware,139.198.169.45
7598,IP,F-ISAC,Malware,218.253.251.68
7599,IP,F-ISAC,Malware,123.57.73.247
7600,IP,F-ISAC,Malware,185.215.113.213
7601,IP,F-ISAC,Malware,31.210.20.136
7602,IP,F-ISAC,Malware,18.159.248.62
7603,IP,F-ISAC,Malware,119.29.70.150
7604,IP,F-ISAC,Malware,45.77.12.223
7605,IP,F-ISAC,Malware,3.249.201.172
7606,IP,F-ISAC,Malware,186.202.57.168
7607,IP,F-ISAC,Malware,142.93.152.156
7608,IP,F-ISAC,Malware,167.179.100.12
7609,IP,F-ISAC,Malware,182.92.103.213
7610,IP,F-ISAC,Malware,91.193.19.174
7611,IP,F-ISAC,Malware,23.106.121.21
7612,IP,F-ISAC,Malware,185.153.199.161
7613,IP,F-ISAC,Malware,94.232.43.11
7614,IP,F-ISAC,Malware,121.37.139.238
7615,IP,F-ISAC,Malware,149.28.72.94
7616,IP,F-ISAC,Malware,23.105.211.37
7617,IP,F-ISAC,Malware,144.34.175.58
7618,IP,F-ISAC,Malware,134.122.25.1
7619,IP,F-ISAC,Malware,106.52.80.72
7620,IP,F-ISAC,Malware,149.28.158.189
7621,IP,F-ISAC,Malware,173.82.240.104
7622,IP,F-ISAC,Malware,52.29.142.1
7623,IP,F-ISAC,Malware,45.61.136.74
7624,IP,F-ISAC,Malware,155.138.225.191
7625,IP,F-ISAC,Malware,89.163.210.112
7626,IP,F-ISAC,Malware,104.247.196.170
7627,IP,F-ISAC,Malware,185.189.151.107
7628,IP,F-ISAC,Malware,47.242.34.157
7629,IP,F-ISAC,Malware,202.182.125.249
7630,IP,F-ISAC,Malware,3.235.228.212
7631,IP,F-ISAC,Malware,192.3.248.194
7632,IP,F-ISAC,Malware,194.165.16.60
7633,IP,F-ISAC,Malware,47.101.194.147
7634,IP,F-ISAC,Malware,107.173.164.125
7635,IP,F-ISAC,Malware,47.105.223.18
7636,IP,F-ISAC,Malware,173.82.11.119
7637,IP,F-ISAC,Malware,104.238.205.63
7638,IP,F-ISAC,Malware,211.149.169.155
7639,IP,F-ISAC,Malware,43.254.218.134
7640,IP,F-ISAC,Malware,1.117.86.121
7641,IP,F-ISAC,Malware,107.155.48.58
7642,IP,F-ISAC,Malware,45.77.44.118
7643,IP,F-ISAC,Malware,34.214.10.144
7644,IP,F-ISAC,Malware,92.118.189.254
7645,IP,F-ISAC,Malware,54.183.123.73
7646,IP,F-ISAC,Malware,104.193.252.197
7647,IP,F-ISAC,Malware,99.79.101.225
7648,IP,F-ISAC,Malware,39.102.55.191
7649,IP,F-ISAC,Malware,185.153.199.168
7650,IP,F-ISAC,Malware,47.92.205.163
7651,IP,F-ISAC,Malware,202.182.105.127
7652,IP,F-ISAC,Malware,155.138.206.57
7653,IP,F-ISAC,Malware,185.118.166.205
7654,IP,F-ISAC,Malware,124.71.29.16
7655,IP,F-ISAC,Malware,23.106.160.161
7656,IP,F-ISAC,Malware,194.68.32.17
7657,IP,F-ISAC,Malware,49.72.46.23
7658,IP,F-ISAC,Malware,18.224.234.85
7659,IP,F-ISAC,Malware,178.162.199.36
7660,IP,F-ISAC,Malware,45.32.108.235
7661,IP,F-ISAC,Malware,34.214.110.188
7662,IP,F-ISAC,Malware,139.180.198.152
7663,IP,F-ISAC,Malware,149.28.28.87
7664,IP,F-ISAC,Malware,8.131.238.0
7665,IP,F-ISAC,Malware,149.28.233.75
7666,IP,F-ISAC,Malware,119.27.162.66
7667,IP,F-ISAC,Malware,182.92.233.209
7668,IP,F-ISAC,Malware,121.40.28.153
7669,IP,F-ISAC,Malware,185.158.249.64
7670,IP,F-ISAC,Malware,82.156.218.132
7671,IP,F-ISAC,Malware,192.34.109.16
7672,IP,F-ISAC,Malware,54.224.172.103
7673,IP,F-ISAC,Malware,8.131.118.10
7674,IP,F-ISAC,Malware,168.100.9.204
7675,IP,F-ISAC,Malware,103.30.43.90
7676,IP,F-ISAC,Malware,172.104.164.209
7677,IP,F-ISAC,Malware,66.98.118.68
7678,IP,F-ISAC,Malware,47.100.187.102
7679,IP,F-ISAC,Malware,18.139.223.194
7680,IP,F-ISAC,Malware,108.160.137.158
7681,IP,F-ISAC,Malware,45.58.127.226
7682,IP,F-ISAC,Malware,106.15.50.19
7683,IP,F-ISAC,Malware,154.209.75.62
7684,IP,F-ISAC,Malware,106.75.93.254
7685,IP,F-ISAC,Malware,185.150.191.35
7686,IP,F-ISAC,Malware,111.231.77.72
7687,IP,F-ISAC,Malware,121.199.41.206
7688,IP,F-ISAC,Malware,103.145.86.70
7689,IP,F-ISAC,Malware,45.32.112.16
7690,IP,F-ISAC,Malware,114.132.226.99
7691,IP,F-ISAC,Malware,154.86.157.35
7692,IP,F-ISAC,Malware,62.234.46.138
7693,IP,F-ISAC,Malware,34.150.16.164
7694,IP,F-ISAC,Malware,116.206.94.164
7695,IP,F-ISAC,Malware,13.239.122.142
7696,IP,F-ISAC,Malware,106.15.197.67
7697,IP,F-ISAC,Malware,47.243.96.36
7698,IP,F-ISAC,Malware,144.34.198.241
7699,IP,F-ISAC,Malware,104.243.34.57
7700,IP,F-ISAC,Malware,47.110.146.213
7701,IP,F-ISAC,Malware,106.15.203.68
7702,IP,F-ISAC,Malware,45.77.14.195
7703,IP,F-ISAC,Malware,172.105.6.229
7704,IP,F-ISAC,Malware,193.242.211.150
7705,IP,F-ISAC,Malware,42.194.219.135
7706,IP,F-ISAC,Malware,120.55.58.254
7707,IP,F-ISAC,Malware,103.195.103.171
7708,IP,F-ISAC,Malware,121.5.114.81
7709,IP,F-ISAC,Malware,35.171.172.40
7710,IP,F-ISAC,Malware,119.29.119.234
7711,IP,F-ISAC,Malware,137.184.8.123
7712,IP,F-ISAC,Malware,121.127.241.178
7713,IP,F-ISAC,Malware,45.146.165.141
7714,IP,F-ISAC,Malware,39.100.127.173
7715,IP,F-ISAC,Malware,1.15.132.174
7716,IP,F-ISAC,Malware,62.171.142.145
7717,IP,F-ISAC,Malware,111.230.197.23
7718,IP,F-ISAC,Malware,45.146.165.142
7719,IP,F-ISAC,Malware,207.148.1.62
7720,IP,F-ISAC,Malware,54.174.145.85
7721,IP,F-ISAC,Malware,23.254.243.69
7722,IP,F-ISAC,Malware,45.131.179.66
7723,IP,F-ISAC,Malware,34.122.146.100
7724,IP,F-ISAC,Malware,198.211.41.228
7725,IP,F-ISAC,Malware,193.200.149.117
7726,IP,F-ISAC,Malware,168.100.8.162
7727,IP,F-ISAC,Malware,119.91.122.27
7728,IP,F-ISAC,Malware,119.91.122.27
7729,IP,F-ISAC,Malware,34.222.15.51
7730,IP,F-ISAC,Malware,104.208.28.78
7731,IP,F-ISAC,Malware,147.182.247.163
7732,IP,F-ISAC,Malware,34.220.21.254
7733,IP,F-ISAC,Malware,43.251.104.6
7734,IP,F-ISAC,Malware,43.251.104.6
7735,IP,F-ISAC,Malware,112.121.168.99
7736,IP,F-ISAC,Malware,3.101.131.174
7737,IP,F-ISAC,Malware,3.101.131.174
7738,IP,F-ISAC,Malware,103.27.186.70
7739,IP,F-ISAC,Malware,43.135.28.41
7740,IP,F-ISAC,Malware,155.94.135.13
7741,IP,F-ISAC,Malware,34.146.42.83
7742,IP,F-ISAC,Malware,34.146.42.83
7743,IP,F-ISAC,Malware,38.101.41.70
7744,IP,F-ISAC,Malware,38.101.41.70
7745,IP,F-ISAC,Malware,34.64.155.98
7746,IP,F-ISAC,Malware,34.64.155.98
7747,IP,F-ISAC,Malware,23.225.8.206
7748,IP,F-ISAC,Malware,31.220.58.163
7749,IP,F-ISAC,Malware,34.92.135.218
7750,IP,F-ISAC,Malware,216.244.87.180
7751,IP,F-ISAC,Malware,82.156.28.143
7752,IP,F-ISAC,Malware,37.1.221.190
7753,IP,F-ISAC,Malware,45.127.99.18
7754,IP,F-ISAC,Malware,47.93.21.173
7755,IP,F-ISAC,Malware,43.239.159.3
7756,IP,F-ISAC,Malware,141.164.58.65
7757,IP,F-ISAC,Malware,47.100.95.24
7758,IP,F-ISAC,Malware,1.117.227.32
7759,IP,F-ISAC,Malware,119.29.187.225
7760,IP,F-ISAC,Malware,46.30.188.66
7761,IP,F-ISAC,Malware,104.206.226.62
7762,IP,F-ISAC,Malware,104.206.226.62
7763,IP,F-ISAC,Malware,42.193.122.80
7764,IP,F-ISAC,Malware,42.193.122.80
7765,IP,F-ISAC,Malware,5.252.176.115
7766,IP,F-ISAC,Malware,178.23.190.206
7767,IP,F-ISAC,Malware,23.105.39.4
7768,IP,F-ISAC,Malware,23.105.39.4
7769,IP,F-ISAC,Malware,5.180.96.188
7770,IP,F-ISAC,Malware,79.141.161.22
7771,IP,F-ISAC,Malware,79.141.161.22
7772,IP,F-ISAC,Malware,79.141.161.22
7773,IP,F-ISAC,Malware,155.94.235.16
7774,IP,F-ISAC,Malware,78.94.208.254
7775,IP,F-ISAC,Malware,95.215.207.171
7776,IP,F-ISAC,Malware,194.147.86.216
7777,IP,F-ISAC,Malware,194.147.86.216
7778,IP,F-ISAC,Malware,217.160.213.230
7779,IP,F-ISAC,Malware,217.160.213.230
7780,IP,F-ISAC,Malware,172.104.211.249
7781,IP,F-ISAC,Malware,52.44.111.242
7782,IP,F-ISAC,Malware,34.220.135.230
7783,IP,F-ISAC,Malware,139.196.223.219
7784,IP,F-ISAC,Malware,134.122.14.196
7785,IP,F-ISAC,Malware,185.118.167.23
7786,IP,F-ISAC,Malware,185.118.167.23
7787,IP,F-ISAC,Malware,168.100.8.117
7788,IP,F-ISAC,Malware,101.35.173.226
7789,IP,F-ISAC,Malware,137.184.230.248
7790,IP,F-ISAC,Malware,137.184.230.248
7791,IP,F-ISAC,Malware,159.223.68.15
7792,IP,F-ISAC,Malware,81.68.91.194
7793,IP,F-ISAC,Malware,110.42.220.75
7794,IP,F-ISAC,Malware,54.167.68.102
7795,IP,F-ISAC,Malware,35.193.208.22
7796,IP,F-ISAC,Malware,49.232.126.5
7797,IP,F-ISAC,Malware,31.214.157.29
7798,IP,F-ISAC,Malware,31.214.157.29
7799,IP,F-ISAC,Malware,193.53.126.211
7800,IP,F-ISAC,Malware,193.53.126.211
7801,IP,F-ISAC,Malware,47.241.33.105
7802,IP,F-ISAC,Malware,47.241.33.105
7803,IP,F-ISAC,Malware,45.63.60.34
7804,IP,F-ISAC,Malware,45.63.60.34
7805,IP,F-ISAC,Malware,101.32.252.139
7806,IP,F-ISAC,Malware,128.1.48.153
7807,IP,F-ISAC,Malware,179.43.174.233
7808,IP,F-ISAC,Malware,179.43.174.233
7809,IP,F-ISAC,Malware,39.101.70.93
7810,IP,F-ISAC,Malware,1.116.246.188
7811,IP,F-ISAC,Malware,138.99.216.117
7812,IP,F-ISAC,Malware,138.99.216.117
7813,IP,F-ISAC,Malware,138.99.216.117
7814,IP,F-ISAC,Malware,138.99.216.117
7815,IP,F-ISAC,Malware,103.214.18.230
7816,IP,F-ISAC,Malware,45.141.84.223
7817,IP,F-ISAC,Malware,45.141.84.223
7818,IP,F-ISAC,Malware,45.141.84.223
7819,IP,F-ISAC,Malware,45.141.84.223
7820,IP,F-ISAC,Malware,120.55.194.78
7821,IP,F-ISAC,Malware,192.254.76.195
7822,IP,F-ISAC,Malware,1.117.93.65
7823,IP,F-ISAC,Malware,47.96.64.138
7824,IP,F-ISAC,Malware,43.132.174.96
7825,IP,F-ISAC,Malware,47.107.95.5
7826,IP,F-ISAC,Malware,78.128.112.131
7827,IP,F-ISAC,Malware,78.128.112.131
7828,IP,F-ISAC,Malware,78.128.112.131
7829,IP,F-ISAC,Malware,78.128.112.131
7830,IP,F-ISAC,Malware,159.203.74.162
7831,IP,F-ISAC,Malware,172.105.239.15
7832,IP,F-ISAC,Malware,37.0.10.31
7833,IP,F-ISAC,Malware,94.103.80.16
7834,IP,F-ISAC,Malware,45.142.166.237
7835,IP,F-ISAC,Malware,45.86.162.179
7836,IP,F-ISAC,Malware,45.76.218.57
7837,IP,F-ISAC,Malware,47.102.118.245
7838,IP,F-ISAC,Malware,1.117.111.31
7839,IP,F-ISAC,Malware,91.193.102.100
7840,IP,F-ISAC,Malware,45.76.104.125
7841,IP,F-ISAC,Malware,45.117.102.139
7842,IP,F-ISAC,Malware,110.42.210.51
7843,IP,F-ISAC,Malware,39.107.225.220
7844,IP,F-ISAC,Malware,51.77.91.154
7845,IP,F-ISAC,Malware,206.166.251.229
7846,IP,F-ISAC,Malware,49.233.11.207
7847,IP,F-ISAC,Malware,104.149.168.18
7848,IP,F-ISAC,Malware,178.236.44.145
7849,IP,F-ISAC,Malware,129.226.176.32
7850,IP,F-ISAC,Malware,121.40.234.72
7851,IP,F-ISAC,Malware,43.134.212.71
7852,IP,F-ISAC,Malware,42.194.192.120
7853,IP,F-ISAC,Malware,109.201.140.75
7854,IP,F-ISAC,Malware,54.218.92.38
7855,IP,F-ISAC,Malware,134.122.24.52
7856,IP,F-ISAC,Malware,65.108.81.240
7857,IP,F-ISAC,Malware,65.52.226.240
7858,IP,F-ISAC,Malware,120.24.47.225
7859,IP,F-ISAC,Malware,152.136.116.68
7860,IP,F-ISAC,Malware,172.104.54.70
7861,IP,F-ISAC,Malware,54.193.250.131
7862,IP,F-ISAC,Malware,54.193.250.131
7863,IP,F-ISAC,Malware,1.12.227.118
7864,IP,F-ISAC,Malware,139.198.183.44
7865,IP,F-ISAC,Malware,101.35.111.90
7866,IP,F-ISAC,Malware,121.43.155.159
7867,IP,F-ISAC,Malware,159.203.31.69
7868,IP,F-ISAC,Malware,8.134.124.241
7869,IP,F-ISAC,Malware,35.86.162.154
7870,IP,F-ISAC,Malware,193.56.255.144
7871,IP,F-ISAC,Malware,103.164.63.135
7872,IP,F-ISAC,Malware,103.164.63.135
7873,IP,F-ISAC,Malware,104.233.162.13
7874,IP,F-ISAC,Malware,104.233.162.13
7875,IP,F-ISAC,Malware,18.141.72.140
7876,IP,F-ISAC,Malware,18.141.72.140
7877,IP,F-ISAC,Malware,54.202.240.201
7878,IP,F-ISAC,Malware,104.223.15.193
7879,IP,F-ISAC,Malware,45.147.179.171
7880,IP,F-ISAC,Malware,45.147.179.171
7881,IP,F-ISAC,Malware,1.15.249.107
7882,IP,F-ISAC,Malware,107.174.45.171
7883,IP,F-ISAC,Malware,62.171.180.110
7884,IP,F-ISAC,Malware,108.61.203.86
7885,IP,F-ISAC,Malware,101.34.216.223
7886,IP,F-ISAC,Malware,51.89.227.111
7887,IP,F-ISAC,Malware,51.89.227.111
7888,IP,F-ISAC,Malware,51.89.227.111
7889,IP,F-ISAC,Malware,45.42.44.232
7890,IP,F-ISAC,Malware,45.42.44.232
7891,IP,F-ISAC,Malware,193.23.250.76
7892,IP,F-ISAC,Malware,218.253.251.125
7893,IP,F-ISAC,Malware,139.180.217.181
7894,IP,F-ISAC,Malware,54.152.21.119
7895,IP,F-ISAC,Malware,103.158.190.132
7896,IP,F-ISAC,Malware,13.212.61.37
7897,IP,F-ISAC,Malware,61.36.35.123
7898,IP,F-ISAC,Malware,5.2.73.46
7899,IP,F-ISAC,Malware,5.2.73.46
7900,IP,F-ISAC,Malware,62.113.96.186
7901,IP,F-ISAC,Malware,62.113.96.186
7902,IP,F-ISAC,Malware,18.117.180.175
7903,IP,F-ISAC,Malware,178.128.21.16
7904,IP,F-ISAC,Malware,210.1.226.241
7905,IP,F-ISAC,Malware,210.1.226.241
7906,IP,F-ISAC,Malware,80.85.156.254
7907,IP,F-ISAC,Malware,39.107.109.63
7908,IP,F-ISAC,Malware,34.204.68.92
7909,IP,F-ISAC,Malware,160.116.58.207
7910,IP,F-ISAC,Malware,167.99.177.250
7911,IP,F-ISAC,Malware,54.196.247.105
7912,IP,F-ISAC,Malware,8.210.68.113
7913,IP,F-ISAC,Malware,207.148.103.182
7914,IP,F-ISAC,Malware,18.167.17.68
7915,IP,F-ISAC,Malware,81.69.249.180
7916,IP,F-ISAC,Malware,155.138.129.81
7917,IP,F-ISAC,Malware,37.120.238.13
7918,IP,F-ISAC,Malware,45.195.15.124
7919,IP,F-ISAC,Malware,176.10.118.152
7920,IP,F-ISAC,Malware,81.69.198.123
7921,IP,F-ISAC,Malware,217.6.46.91
7922,IP,F-ISAC,Malware,23.106.223.118
7923,IP,F-ISAC,Malware,103.72.164.76
7924,IP,F-ISAC,Malware,157.245.130.119
7925,IP,F-ISAC,Malware,1.14.164.135
7926,IP,F-ISAC,Malware,44.195.149.127
7927,IP,F-ISAC,Malware,142.93.225.192
7928,IP,F-ISAC,Malware,45.128.156.153
7929,IP,F-ISAC,Malware,150.109.123.86
7930,IP,F-ISAC,Malware,146.56.100.64
7931,IP,F-ISAC,Malware,67.205.153.129
7932,IP,F-ISAC,Malware,3.236.77.121
7933,IP,F-ISAC,Malware,34.199.235.107
7934,IP,F-ISAC,Malware,137.184.140.235
7935,IP,F-ISAC,Malware,114.132.226.245
7936,IP,F-ISAC,Malware,204.44.95.156
7937,IP,F-ISAC,Malware,69.46.15.155
7938,IP,F-ISAC,Malware,165.232.133.76
7939,IP,F-ISAC,Malware,1.15.54.117
7940,IP,F-ISAC,Malware,209.222.101.221
7941,IP,F-ISAC,Malware,101.200.163.219
7942,IP,F-ISAC,Malware,132.145.123.227
7943,IP,F-ISAC,Malware,212.53.153.104
7944,IP,F-ISAC,Malware,31.13.195.42
7945,IP,F-ISAC,Malware,179.60.150.24
7946,IP,F-ISAC,Malware,8.135.67.207
7947,IP,F-ISAC,Malware,195.133.192.110
7948,IP,F-ISAC,Malware,66.42.105.231
7949,IP,F-ISAC,Malware,104.243.33.221
7950,IP,F-ISAC,Malware,18.198.189.27
7951,IP,F-ISAC,Malware,18.252.55.155
7952,IP,F-ISAC,Malware,64.227.1.94
7953,IP,F-ISAC,Malware,104.194.10.61
7954,IP,F-ISAC,Malware,172.104.55.123
7955,IP,F-ISAC,Malware,170.178.200.119
7956,IP,F-ISAC,Malware,192.51.188.133
7957,IP,F-ISAC,Malware,204.44.93.136
7958,IP,F-ISAC,Malware,1.117.154.185
7959,IP,F-ISAC,Malware,104.194.232.244
7960,IP,F-ISAC,Malware,89.163.251.143
7961,IP,F-ISAC,Malware,134.209.5.246
7962,IP,F-ISAC,Malware,23.227.203.217
7963,IP,F-ISAC,Malware,47.106.88.225
7964,IP,F-ISAC,Malware,120.78.197.8
7965,IP,F-ISAC,Malware,194.156.98.246
7966,IP,F-ISAC,Malware,47.243.24.118
7967,IP,F-ISAC,Malware,23.224.135.138
7968,IP,F-ISAC,Malware,62.113.96.57
7969,IP,F-ISAC,Malware,62.113.96.57
7970,IP,F-ISAC,Malware,147.182.221.162
7971,IP,F-ISAC,Malware,8.141.145.43
7972,IP,F-ISAC,Malware,20.124.248.41
7973,IP,F-ISAC,Malware,110.40.174.146
7974,IP,F-ISAC,Malware,1.14.208.77
7975,IP,F-ISAC,Malware,128.14.230.205
7976,IP,F-ISAC,Malware,128.14.230.205
7977,IP,F-ISAC,Malware,146.0.77.15
7978,IP,F-ISAC,Malware,81.70.77.183
7979,IP,F-ISAC,Malware,94.74.110.209
7980,IP,F-ISAC,Malware,94.74.110.209
7981,IP,F-ISAC,Malware,47.104.10.92
7982,IP,F-ISAC,Malware,159.223.161.229
7983,IP,F-ISAC,Malware,101.35.153.158
7984,IP,F-ISAC,Malware,101.35.153.158
7985,IP,F-ISAC,Malware,204.44.95.14
7986,IP,F-ISAC,Malware,42.192.223.49
7987,IP,F-ISAC,Malware,103.14.34.85
7988,IP,F-ISAC,Malware,23.224.135.142
7989,IP,F-ISAC,Malware,120.24.182.185
7990,IP,F-ISAC,Malware,34.207.123.148
7991,IP,F-ISAC,Malware,110.40.129.232
7992,IP,F-ISAC,Malware,192.227.155.201
7993,IP,F-ISAC,Malware,104.168.44.130
7994,IP,F-ISAC,Malware,104.168.44.130
7995,IP,F-ISAC,Malware,204.44.76.181
7996,IP,F-ISAC,Malware,141.105.65.206
7997,IP,F-ISAC,Malware,64.225.71.197
7998,IP,F-ISAC,Malware,162.14.65.108
7999,IP,F-ISAC,Malware,162.14.65.108
8000,IP,F-ISAC,Malware,119.91.217.230
8001,IP,F-ISAC,Malware,110.40.150.181
8002,IP,F-ISAC,Malware,182.42.64.183
8003,IP,F-ISAC,Malware,212.86.114.58
8004,IP,F-ISAC,Malware,101.34.110.138
8005,IP,F-ISAC,Malware,120.24.93.168
8006,IP,F-ISAC,Malware,120.53.232.55
